"",BBK01.WZ9818,BBK01.WZ9818_FLAGS
1995-08,6.39,
1995-09,6.30,
1995-10,6.06,
1995-11,5.72,
1995-12,5.54,
1996-01,5.39,
1996-02,5.93,
1996-03,5.95,
1996-04,5.79,
1996-05,5.89,
1996-06,6.12,
1996-07,5.94,
1996-08,5.86,
1996-09,5.60,
1996-10,5.52,
1996-11,5.22,
1996-12,5.28,
1997-01,5.18,
1997-02,4.97,
1997-03,5.33,
1997-04,5.24,
1997-05,5.35,
1997-06,5.09,
1997-07,5.04,
1997-08,5.25,
1997-09,5.16,
1997-10,5.32,
1997-11,5.26,
1997-12,5.05,
1998-01,4.77,
1998-02,4.68,
1998-03,4.73,
1998-04,4.92,
1998-05,4.72,
1998-06,4.62,
1998-07,4.52,
1998-08,4.02,
1998-09,3.82,
1998-10,3.90,
1998-11,3.77,
1998-12,3.62,
1999-01,3.39,
1999-02,3.74,
1999-03,3.66,
1999-04,3.43,
1999-05,3.67,
1999-06,4.23,
1999-07,4.48,
1999-08,4.65,
1999-09,4.87,
1999-10,5.02,
1999-11,5.00,
1999-12,5.11,
2000-01,5.42,
2000-02,5.33,
2000-03,5.10,
2000-04,5.23,
2000-05,5.24,
2000-06,5.17,
2000-07,5.24,
2000-08,5.34,
2000-09,5.21,
2000-10,5.19,
2000-11,4.96,
2000-12,4.72,
2001-01,4.65,
2001-02,4.58,
2001-03,4.49,
2001-04,4.85,
2001-05,4.93,
2001-06,4.77,
2001-07,4.62,
2001-08,4.48,
2001-09,4.38,
2001-10,4.07,
2001-11,4.33,
2001-12,4.69,
2002-01,4.78,
2002-02,4.72,
2002-03,5.06,
2002-04,4.91,
2002-05,4.94,
2002-06,4.73,
2002-07,4.54,
2002-08,4.28,
2002-09,3.97,
2002-10,4.13,
2002-11,4.14,
2002-12,3.79,
2003-01,3.59,
2003-02,3.42,
2003-03,3.57,
2003-04,3.64,
2003-05,3.15,
2003-06,3.32,
2003-07,3.55,
2003-08,3.75,
2003-09,3.53,
2003-10,3.92,
2003-11,4.03,
2003-12,3.86,
2004-01,3.81,
2004-02,3.52,
2004-03,3.43,
2004-04,3.75,
2004-05,3.84,
2004-06,3.91,
2004-07,3.81,
2004-08,3.63,
2004-09,3.56,
2004-10,3.43,
2004-11,3.30,
2004-12,3.30,
2005-01,3.18,
2005-02,3.33,
2005-03,3.32,
2005-04,3.02,
2005-05,2.88,
2005-06,2.73,
2005-07,2.85,
2005-08,2.79,
2005-09,2.90,
2005-10,3.17,
2005-11,3.21,
2005-12,3.14,
2006-01,3.35,
2006-02,3.38,
2006-03,3.65,
2006-04,3.87,
2006-05,3.78,
2006-06,3.95,
2006-07,3.80,
2006-08,3.68,
2006-09,3.61,
2006-10,3.76,
2006-11,3.68,
2006-12,3.93,
2007-01,4.06,
2007-02,3.92,
2007-03,4.02,
2007-04,4.19,
2007-05,4.39,
2007-06,4.54,
2007-07,4.33,
2007-08,4.21,
2007-09,4.27,
2007-10,4.15,
2007-11,3.96,
2007-12,4.25,
2008-01,3.73,
2008-02,3.61,
2008-03,3.78,
2008-04,4.05,
2008-05,4.35,
2008-06,4.58,
2008-07,4.39,
2008-08,4.05,
2008-09,3.84,
2008-10,3.44,
2008-11,2.90,
2008-12,2.66,
2009-01,2.84,
2009-02,2.61,
2009-03,2.57,
2009-04,2.76,
2009-05,3.05,
2009-06,2.90,
2009-07,2.89,
2009-08,2.82,
2009-09,2.79,
2009-10,2.81,
2009-11,2.59,
2009-12,2.80,
2010-01,2.62,
2010-02,2.49,
2010-03,2.51,
2010-04,2.39,
2010-05,1.95,
2010-06,1.86,
2010-07,2.07,
2010-08,1.56,
2010-09,1.71,
2010-10,2.02,
2010-11,2.09,
2010-12,2.31,
2011-01,2.69,
2011-02,2.64,
2011-03,2.93,
2011-04,2.87,
2011-05,2.59,
2011-06,2.48,
2011-07,2.08,
2011-08,1.59,
2011-09,1.44,
2011-10,1.50,
2011-11,1.60,
2011-12,1.13,
2012-01,1.09,
2012-02,1.10,
2012-03,1.11,
2012-04,0.91,
2012-05,0.64,
2012-06,0.91,
2012-07,0.63,
2012-08,0.66,
2012-09,0.74,
2012-10,0.77,
2012-11,0.66,
2012-12,0.59,
2013-01,0.96,
2013-02,0.70,
2013-03,0.51,
2013-04,0.53,
2013-05,0.71,
2013-06,0.96,
2013-07,0.94,
2013-08,1.09,
2013-09,0.93,
2013-10,0.88,
2013-11,0.91,
2013-12,1.21,
2014-01,0.85,
2014-02,0.83,
2014-03,0.82,
2014-04,0.81,
2014-05,0.64,
2014-06,0.57,
2014-07,0.52,
2014-08,0.37,
2014-09,0.34,
2014-10,0.29,
2014-11,0.21,
2014-12,0.12,
2015-01,0.01,
2015-02,-0.04,
2015-03,-0.05,
2015-04,0.07,
2015-05,0.12,
2015-06,0.27,
2015-07,0.16,
2015-08,0.20,
2015-09,0.11,
2015-10,0.02,
2015-11,-0.05,
2015-12,0.13,
2016-01,-0.15,
2016-02,-0.32,
2016-03,-0.27,
2016-04,-0.22,
2016-05,-0.27,
2016-06,-0.47,
2016-07,-0.47,
2016-08,-0.49,
2016-09,-0.56,
2016-10,-0.30,
2016-11,-0.31,
2016-12,-0.35,
2017-01,-0.14,
2017-02,-0.42,
2017-03,-0.23,
2017-04,-0.21,
2017-05,-0.25,
2017-06,-0.07,
2017-07,-0.05,
2017-08,-0.21,
2017-09,-0.12,
2017-10,-0.19,
2017-11,-0.13,
2017-12,-0.02,
2018-01,0.20,
2018-02,0.19,
2018-03,0.05,
2018-04,0.11,
