"",BBK01.WZ9816,BBK01.WZ9816_FLAGS
1983-09,8.24,
1983-10,7.99,
1983-11,8.14,
1983-12,8.14,
1984-01,8.15,
1984-02,7.84,
1984-03,7.84,
1984-04,7.89,
1984-05,8.07,
1984-06,7.99,
1984-07,8.03,
1984-08,7.66,
1984-09,7.50,
1984-10,7.19,
1984-11,6.94,
1984-12,6.90,
1985-01,7.11,
1985-02,7.49,
1985-03,7.36,
1985-04,7.14,
1985-05,6.96,
1985-06,6.78,
1985-07,6.48,
1985-08,6.20,
1985-09,6.16,
1985-10,6.62,
1985-11,6.45,
1985-12,6.27,
1986-01,6.22,
1986-02,5.88,
1986-03,5.63,
1986-04,5.43,
1986-05,5.87,
1986-06,5.81,
1986-07,5.67,
1986-08,5.48,
1986-09,5.74,
1986-10,5.95,
1986-11,5.80,
1986-12,5.79,
1987-01,5.53,
1987-02,5.54,
1987-03,5.33,
1987-04,5.23,
1987-05,5.12,
1987-06,5.48,
1987-07,5.66,
1987-08,5.85,
1987-09,6.12,
1987-10,5.99,
1987-11,5.62,
1987-12,5.66,
1988-01,5.57,
1988-02,5.39,
1988-03,5.44,
1988-04,5.71,
1988-05,5.84,
1988-06,5.99,
1988-07,6.33,
1988-08,6.37,
1988-09,6.10,
1988-10,5.78,
1988-11,6.01,
1988-12,6.21,
1989-01,6.62,
1989-02,7.04,
1989-03,6.93,
1989-04,6.89,
1989-05,7.10,
1989-06,6.90,
1989-07,6.70,
1989-08,6.96,
1989-09,7.22,
1989-10,7.39,
1989-11,7.74,
1989-12,7.66,
1990-01,8.13,
1990-02,8.96,
1990-03,8.79,
1990-04,9.06,
1990-05,9.00,
1990-06,8.90,
1990-07,8.65,
1990-08,9.08,
1990-09,9.24,
1990-10,9.09,
1990-11,9.08,
1990-12,9.07,
1991-01,8.98,
1991-02,8.58,
1991-03,8.71,
1991-04,8.63,
1991-05,8.47,
1991-06,8.73,
1991-07,8.97,
1991-08,8.75,
1991-09,8.75,
1991-10,8.73,
1991-11,8.68,
1991-12,8.46,
1992-01,8.08,
1992-02,8.05,
1992-03,8.28,
1992-04,8.29,
1992-05,8.22,
1992-06,8.34,
1992-07,8.47,
1992-08,8.32,
1992-09,7.77,
1992-10,7.26,
1992-11,7.21,
1992-12,6.96,
1993-01,6.84,
1993-02,6.32,
1993-03,6.32,
1993-04,6.45,
1993-05,6.50,
1993-06,6.33,
1993-07,6.17,
1993-08,5.89,
1993-09,5.77,
1993-10,5.47,
1993-11,5.35,
1993-12,5.16,
1994-01,5.25,
1994-02,5.86,
1994-03,5.99,
1994-04,6.29,
1994-05,6.53,
1994-06,6.67,
1994-07,6.61,
1994-08,6.94,
1994-09,7.28,
1994-10,7.28,
1994-11,7.18,
1994-12,7.48,
1995-01,7.24,
1995-02,7.08,
1995-03,6.65,
1995-04,6.49,
1995-05,5.99,
1995-06,6.48,
1995-07,6.26,
1995-08,6.09,
1995-09,5.97,
1995-10,5.73,
1995-11,5.37,
1995-12,5.19,
1996-01,5.05,
1996-02,5.57,
1996-03,5.60,
1996-04,5.42,
1996-05,5.52,
1996-06,5.78,
1996-07,5.61,
1996-08,5.49,
1996-09,5.24,
1996-10,5.17,
1996-11,4.88,
1996-12,4.93,
1997-01,4.80,
1997-02,4.66,
1997-03,5.01,
1997-04,4.91,
1997-05,5.01,
1997-06,4.75,
1997-07,4.78,
1997-08,5.00,
1997-09,4.96,
1997-10,5.15,
1997-11,5.09,
1997-12,4.89,
1998-01,4.60,
1998-02,4.53,
1998-03,4.62,
1998-04,4.80,
1998-05,4.60,
1998-06,4.47,
1998-07,4.42,
1998-08,3.91,
1998-09,3.73,
1998-10,3.77,
1998-11,3.64,
1998-12,3.50,
1999-01,3.26,
1999-02,3.60,
1999-03,3.48,
1999-04,3.26,
1999-05,3.48,
1999-06,4.04,
1999-07,4.30,
1999-08,4.47,
1999-09,4.68,
1999-10,4.87,
1999-11,4.86,
1999-12,4.99,
2000-01,5.29,
2000-02,5.21,
2000-03,5.00,
2000-04,5.13,
2000-05,5.20,
2000-06,5.12,
2000-07,5.22,
2000-08,5.34,
2000-09,5.19,
2000-10,5.17,
2000-11,4.92,
2000-12,4.66,
2001-01,4.59,
2001-02,4.51,
2001-03,4.41,
2001-04,4.77,
2001-05,4.80,
2001-06,4.64,
2001-07,4.48,
2001-08,4.33,
2001-09,4.18,
2001-10,3.88,
2001-11,4.16,
2001-12,4.52,
2002-01,4.67,
2002-02,4.59,
2002-03,4.95,
2002-04,4.78,
2002-05,4.82,
2002-06,4.60,
2002-07,4.38,
2002-08,4.12,
2002-09,3.80,
2002-10,3.94,
2002-11,3.93,
2002-12,3.57,
2003-01,3.38,
2003-02,3.17,
2003-03,3.34,
2003-04,3.39,
2003-05,2.90,
2003-06,3.06,
2003-07,3.32,
2003-08,3.55,
2003-09,3.28,
2003-10,3.70,
2003-11,3.81,
2003-12,3.62,
2004-01,3.56,
2004-02,3.25,
2004-03,3.16,
2004-04,3.52,
2004-05,3.61,
2004-06,3.70,
2004-07,3.60,
2004-08,3.41,
2004-09,3.37,
2004-10,3.23,
2004-11,3.10,
2004-12,3.14,
2005-01,3.02,
2005-02,3.18,
2005-03,3.16,
2005-04,2.85,
2005-05,2.72,
2005-06,2.56,
2005-07,2.71,
2005-08,2.66,
2005-09,2.79,
2005-10,3.06,
2005-11,3.12,
2005-12,3.08,
2006-01,3.28,
2006-02,3.32,
2006-03,3.59,
2006-04,3.79,
2006-05,3.70,
2006-06,3.88,
2006-07,3.74,
2006-08,3.63,
2006-09,3.58,
2006-10,3.74,
2006-11,3.66,
2006-12,3.91,
2007-01,4.04,
2007-02,3.90,
2007-03,4.00,
2007-04,4.18,
2007-05,4.39,
2007-06,4.52,
2007-07,4.32,
2007-08,4.16,
2007-09,4.22,
2007-10,4.11,
2007-11,3.90,
2007-12,4.20,
2008-01,3.63,
2008-02,3.46,
2008-03,3.69,
2008-04,3.98,
2008-05,4.32,
2008-06,4.57,
2008-07,4.36,
2008-08,4.03,
2008-09,3.72,
2008-10,3.22,
2008-11,2.70,
2008-12,2.46,
2009-01,2.57,
2009-02,2.32,
2009-03,2.29,
2009-04,2.48,
2009-05,2.73,
2009-06,2.61,
2009-07,2.61,
2009-08,2.57,
2009-09,2.53,
2009-10,2.54,
2009-11,2.32,
2009-12,2.52,
2010-01,2.33,
2010-02,2.17,
2010-03,2.20,
2010-04,2.07,
2010-05,1.61,
2010-06,1.54,
2010-07,1.78,
2010-08,1.32,
2010-09,1.48,
2010-10,1.78,
2010-11,1.80,
2010-12,1.99,
2011-01,2.44,
2011-02,2.40,
2011-03,2.71,
2011-04,2.67,
2011-05,2.38,
2011-06,2.27,
2011-07,1.87,
2011-08,1.36,
2011-09,1.24,
2011-10,1.27,
2011-11,1.32,
2011-12,0.87,
2012-01,0.84,
2012-02,0.85,
2012-03,0.86,
2012-04,0.66,
2012-05,0.44,
2012-06,0.68,
2012-07,0.41,
2012-08,0.44,
2012-09,0.53,
2012-10,0.55,
2012-11,0.45,
2012-12,0.39,
2013-01,0.77,
2013-02,0.48,
2013-03,0.31,
2013-04,0.35,
2013-05,0.50,
2013-06,0.74,
2013-07,0.71,
2013-08,0.85,
2013-09,0.69,
2013-10,0.65,
2013-11,0.66,
2013-12,0.95,
2014-01,0.61,
2014-02,0.61,
2014-03,0.61,
2014-04,0.60,
2014-05,0.44,
2014-06,0.38,
2014-07,0.35,
2014-08,0.23,
2014-09,0.19,
2014-10,0.15,
2014-11,0.10,
2014-12,0.02,
2015-01,-0.07,
2015-02,-0.12,
2015-03,-0.11,
2015-04,-0.02,
2015-05,0.01,
2015-06,0.11,
2015-07,0.03,
2015-08,0.07,
2015-09,-0.01,
2015-10,-0.10,
2015-11,-0.18,
2015-12,-0.01,
2016-01,-0.26,
2016-02,-0.42,
2016-03,-0.36,
2016-04,-0.33,
2016-05,-0.38,
2016-06,-0.55,
2016-07,-0.54,
2016-08,-0.56,
2016-09,-0.63,
2016-10,-0.42,
2016-11,-0.45,
2016-12,-0.51,
2017-01,-0.31,
2017-02,-0.59,
2017-03,-0.39,
2017-04,-0.37,
2017-05,-0.42,
2017-06,-0.23,
2017-07,-0.23,
2017-08,-0.37,
2017-09,-0.30,
2017-10,-0.35,
2017-11,-0.29,
2017-12,-0.18,
2018-01,0.03,
2018-02,0.02,
2018-03,-0.11,
2018-04,-0.06,
